"iata","name","country_iso","city","elevation_ft","latitude_deg","longitude_deg"
"AXV","Neil Armstrong, OH","US","Wapakoneta",913.0,40.4934,-84.2989
"AXX","Angel Fire, NM","US","Angel Fire",8380.0,36.422,-105.29
"AYA","Ayapel","CO","Ayapel",120.0,8.3,-75.15
"AYC","Ayacucho","CO","Ayacucho",415.0,8.6,-73.6167
"AYD","Alroy Downs, NT","AU","Alroy Downs",711.0,-19.2908,136.079
"AYG","Yaguara, CQ","CO","San Vicente Del Caguán",812.0,1.54417,-73.9333
"AYI","Yari","CO","Yari",569.0,-0.383333,-72.2667
"AYK","Arkalyk","KZ","Arkalyk",1266.0,50.3186,66.9528
"AYO","Ayolas","PY","Ayolas",223.0,-27.3706,-56.8541
"AYP","Coronel FAP Alfredo Mendi","PE","Ayacucho",8917.0,-13.1548,-74.2044
"AYQ","Connellan, NT","AU","Ayers Rock",1626.0,-25.1859,130.977
"AYR","Ayr, QL","AU","Ayr",41.0,-19.5958,147.324
"AYS","Ware County, GA","US","Waycross",142.0,31.2491,-82.3955
"AYT","Antalya","TR","Antalya",177.0,36.8987,30.8005
"AYU","Aiyura","PG","Aiyura Valley",5355.0,-6.33806,145.904
"AYW","Ayawasi","ID","Ayawasi",1560.0,-1.15978,132.464
"AZB","Amazon Bay","PG","",12.0,-10.2992,149.338
"AZD","Yazd","IR","Yazd",4054.0,31.9049,54.2765
"AZG","Apatzingan","MX","Apatzingán",1033.0,19.0934,-102.394
"AZI","Bateen","AE","Abu Dhabi",16.0,24.4283,54.4581
"AZN","Andizhan","UZ","Andizhan",1515.0,40.7277,72.294
"AZO","Kalamazoo","US","Kalamazoo",874.0,42.2349,-85.5521
"AZP","Atizapan","MX","Mexico City",8120.0,19.5745,-99.2892
"AZR","Touat","DZ","Adrar",919.0,27.8376,-0.186414
"AZT","Zapatoca","CO","Zapatoca",6377.0,6.81667,-73.2833
"AZZ","Ambriz","AO","Ambriz",144.0,-7.86222,13.1161
"BAA","Bialla","PG","Bialla, Matalilu, Ewase",51.0,-5.33056,151.008
"BAB","Beale AFB, CA","US","Marysville",113.0,39.1361,-121.437
"BAC","Barranca de Cupia","CO","Barranca De Upia",670.0,4.58333,-72.9667
"BAD","Barksdale","US","Shreveport-Bossier C",166.0,32.5018,-93.6627
"BAE","Saint-Pons","FR","Barcelonnette",3714.0,44.3872,6.60919
"BAF","Westfield.Ma","US","Westfield",271.0,42.1578,-72.7156
"BAG","Baguio, BE","PH","Baguio City",4251.0,16.3751,120.62
"BAH","Bahrain","BH","Bahrain",6.0,26.2673,50.6376
"BAI","Buenos Aires","CR","Punta Arenas",1214.0,9.16395,-83.3302
"BAJ","Bali","PG","Unea Island",90.0,-4.88333,149.133
"BAL","Batman","TR","Batman",1822.0,37.929,41.1166
"BAM","Lander County, NV","US","Battle Mountain",4532.0,40.599,-116.874
"BAN","Basongo","CD","Basongo",1640.0,-4.3158,20.4149
"BAQ","Barranquilla","CO","Barranquilla",98.0,10.8896,-74.7808
"BAR","AAF","CN","Baker Island",30.0,19.141,110.453
"BAS","Ballalae (Shortland Islands)","SB","Ballalae",5.0,-6.99075,155.887
"BAT","Chafei Amsei, SP","BR","Barretos",1898.0,-20.5845,-48.5941
"BAU","Bauru, SP","BR","Bauru",2025.0,-22.345,-49.0538
"BAV","Baotou","CN","Baotou",3321.0,40.56,109.997
"BAX","Barnaul","RU","Barnaul",837.0,53.3638,83.5385
"BAY","Tauti Magheraus","RO","Baia Mare",605.0,47.6606,23.4673
"BAZ","Barbelos, AM","BR","Barcelos",112.0,-0.981292,-62.9196
"BBA","Teniente Vidal","CL","Balmaceda",1722.0,-45.9161,-71.6895
"BBB","Municipal, MN","US","Benson",1039.0,45.3319,-95.6506
"BBC","Bay City, TX","US","Bay City",45.0,28.9733,-95.8635
"BBD","Curtis Field, TX","US","Brady",1827.0,31.1793,-99.3239
"BBG","Butaritari","KI","Butaritari",5.0,3.08583,172.811
"BBH","Barth","DE","Barth",23.0,54.3383,12.7105
"BBI","Bhubaneshwar","IN","Bhubaneswar",138.0,20.2444,85.8178
"BBJ","Bitburg","DE","Bitburg",1220.0,49.9453,6.565
"BBK","Kasane","BW","Kasane",3289.0,-17.8329,25.1624
"BBL","Babolsar","AU","",385.0,-27.4056,141.809
"BBM","Battambang","KH","Battambang",59.0,13.0956,103.224
"BBN","Bario","MY","Bario",3350.0,3.73465,115.479
"BBO","BERBERA","SO","Berbera",30.0,10.385,44.9367
"BBP","BEMBRIDGE","GB","Bembridge",53.0,50.6781,-1.10944
"BBQ","Codrington, Barbuda","AG","Codrington",15.0,17.6358,-61.8286
"BBR","Ballif","GP","Basse-Terre",59.0,16.0136,-61.7429
"BBS","Blackbushe","GB","Blackbush",325.0,51.3239,-0.8475
"BBT","Berberati","CF","Berbérati",1929.0,4.22158,15.7864
"BBU","Bucharest","RO","Bucharest",297.0,44.5032,26.1021
"BBV","Bereby","CI","Grand-Béréby",20.0,4.64341,-6.92396
"BBW","Broken Bow, NE","US","Broken Bow",2547.0,41.4365,-99.6422
"BBX","Blue Bell","US","Blue Bell",302.0,40.1375,-75.2651
"BBY","Bambari","CF","Bambari",1549.0,5.84701,20.6499
"BBZ","Zambezi","ZM","Zambezi",3538.0,-13.536,23.1056
"BCA","Oriente","CU","Baracoa",26.0,20.3653,-74.5062
"BCB","Virginia Tech, VA","US","Blacksburg",2132.0,37.2076,-80.4078
"BCC","Bear Creek, AK","US","Bear Creek",740.0,63.5733,-156.149
"BCD","Bacolod, NO","PH","Bacolod City",82.0,10.7764,123.015
"BCE","Bryce Canyon, UT","US","Bryce Canyon",7590.0,37.7064,-112.145
"BCF","Bouca","CF","Bouca",1532.0,6.517,18.267
"BCG","Bemichi","GY","Kumaka",94.0,7.64021,-58.9618
"BCH","Cakung","TL","Baucau",1771.0,-8.48648,126.4
"BCI","Barcaldine, QL","AU","Barcaldine",878.0,-23.5663,145.302
"BCL","Barra del Colorado","CR","Pococi",3.0,10.7687,-83.5856
"BCM","Bacau","RO","Bacau",607.0,46.5219,26.9103
"BCN","Barcelona","ES","Barcelona",12.0,41.2971,2.07846
"BCO","Jinka","ET","Baco",4580.0,5.78287,36.562
"BCP","Bambu","PG","Bambu",6790.0,-5.86361,146.492
"BCQ","Brack","LY","Brak",1056.0,27.653,14.272
"BCR","Boca do Acre, AM","BR","Boca do Acre",394.0,-8.83456,-67.3124
"BCT","Boca Raton","US","Boca Raton, FL",13.0,26.3785,-80.1077
"BCU","Bauchi","NG","Bauchi",1965.0,10.4828,9.744
"BCV","Belmopan","BZ","Belmopan",150.0,17.2696,-88.7765
"BCX","Beloreck","RU","Beloretsk",1827.0,53.9384,58.3401
"BCZ","Bickerton Island, NT","AU","Bickerton Island",85.0,-13.7808,136.202
"BDA","Hamilton","BM","Hamilton",12.0,32.364,-64.6787
"BDB","Bundaberg, QL","AU","Bundaberg",107.0,-24.905,152.323
"BDC","Barra do Corda, MA","BR","Barra Do Corda",509.0,-5.5025,-45.2158
"BDD","Badu Island, QL","AU","",14.0,-10.15,142.173
"BDE","Int'l, MN","US","Baudette",1086.0,48.7284,-94.6122
"BDF","Rinkenberger, IL","US","Bradford",808.0,41.2309,-89.6157
"BDG","Blanding, UT","US","Blanding",5868.0,37.5833,-109.483
"BDH","Bandar Lengheh","IR","Bandar Lengeh",67.0,26.5323,54.8248
"BDI","Bird Island","SC","Bird Island",6.0,-3.72472,55.2053
"BDJ","Banjarmasin","ID","Banjarmasin",66.0,-3.44236,114.763
"BDK","Soko","CI","Bondoukou",1247.0,8.01722,-2.76194
"BDL","Hartford Springfield","US","Hartford CT",173.0,41.9385,-72.6881
"BDM","Bandirma","TR","Bandirma",170.0,40.318,27.9777
"BDN","Talhar","PK","Badin",28.0,24.8415,68.8384
"BDO","Bandung","ID","Bandung",2436.0,-6.90063,107.576
"BDP","Bhadrapur","NP","Bhadrapur",300.0,26.5708,88.0796
"BDQ","Vadodara","IN","Vadodara",129.0,22.3362,73.2263
"BDR","BRIDGEPORT","US","Bridgeport",9.0,41.1635,-73.1262
"BDS","Brindisi","IT","Brindisi",47.0,40.6576,17.947
"BDT","Gbadolite","CD","Gbadolite",1509.0,4.25321,20.9753
"BDU","Bardufoss","NO","Bardufoss",252.0,69.0558,18.5404
"BDV","Moba","CD","Moba",2953.0,-7.067,29.783
"BDW","Bedford Downs, WA","AU","",1750.0,-17.2867,127.463
"BDX","Broadus, MT","US","Broadus",3280.0,45.4725,-105.454
"BDY","State, OR","US","Bandon",122.0,43.0865,-124.408
"BDZ","Baindoung","PG","",4400.0,-6.34722,146.942
"BEB","BENBECULA","GB","Benbecula",19.0,57.4811,-7.36278
"BEC","Beech, KS","US","Wichita",1408.0,37.6945,-97.215
"BED","Laurence G.","US","Bedford",133.0,42.47,-71.289
"BEE","Beagle Bay, WA","AU","Dampier Peninsula",124.0,-17.0165,122.646
"BEF","Bluefields","NI","Bluefileds",20.0,11.991,-83.7741
"BEG","Belgrade","RS","Belgrade",335.0,44.8184,20.3091
"BEH","Ross Field, MI","US","Benton Harbor",643.0,42.1286,-86.4285
"BEI","Beica","ET","Beica",5410.0,9.38639,34.5219
"BEJ","BERAU","ID","BERAU",59.0,2.1555,117.432
"BEK","Bareilly","IN","Bareilly",580.0,28.4221,79.4508
"BEL","Belem","BR","Belem",54.0,-1.37928,-48.4762
"BEM","Bossembele","MA","Oulad Yaich",1694.0,32.4019,-6.31591
"BEN","Benghazi","LY","Benghazi",433.0,32.0968,20.2695
"BEO","Belmont, NS","AU","Newcastle",2.0,-33.066,151.646
"BEP","Bellary","IN","Bellary",30.0,15.1628,76.8828
"BEQ","Honington (Bury St. Edmunds)","GB","Thetford",174.0,52.3426,0.772939
"BER","Berlin Brandenburg","DE","Berlin",157.0,52.3622,13.5007
"BES","Brest","FR","Brest",325.0,48.4479,-4.41854
"BET","Bethel, AK","US","Bethel",126.0,60.7798,-161.838
"BEU","Bedourie, QL","AU","",300.0,-24.3461,139.46
"BEV","Teyman","IL","Beer-Sheba",656.0,31.287,34.723
"BEW","Beira","MZ","Beira",33.0,-19.7964,34.9076
"BEX","RAF","GB","Benson",226.0,51.6164,-1.09583
"BEY","Beirut","LB","Beirut",87.0,33.8209,35.4884
"BEZ","Beru","KI","Beru",6.0,-1.35472,176.007
"BFD","Regional, PA","US","Bradford",2143.0,41.8031,-78.6401
"BFE","Bielefeld","DE","Bielefeld",454.0,51.9647,8.54444
"BFF","William B. Heilig Fiel","US","Scottsbluff",3967.0,41.874,-103.596
"BFG","Bullfrog Basin, UT","US","Bullfrog",4167.0,37.5478,-110.713
"BFH","Bacacheri, MG","BR","Curitiba",3057.0,-25.4051,-49.232
"BFI","Seattle","US","Seattle",21.0,47.53,-122.302
"BFJ","Ba","CN","Bijie",4751.0,27.2671,105.472
"BFK","Buckley ANG Base, CO","US","Denver",5662.0,39.7017,-104.752
"BFL","Bakersfield","US","Bakersfield",510.0,35.4336,-119.057
"BFM","Mobile","US","Mobile",26.0,30.6268,-88.0681
"BFN","J.B.M. Hertzog","ZA","Bloemfontein",4457.0,-29.0927,26.3024
"BFO","Buffalo Range","ZW","Chiredzi",1421.0,-21.0081,31.5786
"BFP","Beaver Falls, PA","US","Beaver Falls",1253.0,40.7725,-80.3914
"BFQ","Bahia Pinas","PA","Bahia Piña",14.0,7.58676,-78.1803
"BFR","Virgil I Grissom Municipal","US","Bedford",727.0,38.84,-86.4454
"BFS","Belfast Intl Airport","GB","Belfast",268.0,54.6575,-6.21583
"BFT","County, SC","US","Beaufort",10.0,32.4122,-80.6344
"BFU","Bengbu","CN","Bengbu",100.0,32.8477,117.32
"BFV","Buri Ram","TH","",590.0,15.2295,103.253
"BFX","Bafoussam","CM","Bafoussam",4347.0,5.53692,10.3546
"BGA","Bucaramanga, ST","CO","Bucaramanga",3897.0,7.1265,-73.1848
"BGB","Booue","GA","Booue",604.0,-0.1075,11.9438
"BGC","Braganca","PT","Braganca",2241.0,41.8578,-6.70713
"BGD","Borger, TX","US","Borger",3055.0,35.7009,-101.394
"BGE","Decatur County, GA","US","Bainbridge",141.0,30.9715,-84.6374
"BGF","Bangui","CF","Bangui",1208.0,4.39848,18.5188
"BGG","Bongouanou","TR","Bingöl",3506.0,38.8593,40.596
"BGH","Abbaye","MR","Bogue",66.0,16.6333,-14.2
"BGI","Bridgetown","BB","Bridgetown",169.0,13.0746,-59.4925
"BGJ","Borgarfjordur Eystri","IS","Borgarfjörður eystri",80.0,65.5164,-13.805
"BGK","Big Creek","BZ","Big Creek",22.0,16.5194,-88.4079
"BGL","Baglung","NP","Baglung",3320.0,28.2128,83.6663
"BGM","Binghamton","US","Binghamton",1636.0,42.2087,-75.9798
"BGN","Bruggen","RU","Bruggen",118.0,68.5562,146.228
"BGO","Bergen","NO","Bergen",170.0,60.2934,5.21814
"BGQ","Big Lake, AK","US","Big Lake",158.0,61.5347,-149.813
"BGR","Bangor","US","Bangor",192.0,44.8074,-68.8281
"BGT","Bagdad, AZ","US","Bagdad",4183.0,34.5928,-113.172
"BGU","Bangassou","CF","Bangassou",1706.0,4.785,22.781
"BGV","Bento Goncalves, RS","BR","Bento Gonçalves",2209.0,-29.1474,-51.5408
"BGW","Baghdad","IQ","Baghdad",114.0,33.2625,44.2346
"BGX","Comandant Gustavo Kraemer, RS","BR","Bage",600.0,-31.3905,-54.1122
"BGY","Milan Bergamo","IT","Milan",782.0,45.6739,9.70417
"BGZ","Braga","PT","Braga",247.0,41.5871,-8.44514
"BHA","Bahia de Caraquez","EC","Bahía de Caraquez",10.0,-0.608111,-80.4027
"BHB","Hancock County, ME","US","Bar Harbor",83.0,44.45,-68.3615
"BHC","Bhurban","PK","Bhurban",5750.0,33.961,73.452
"BHD","Belfast City Airport","GB","Belfast",15.0,54.6181,-5.8725
"BHE","Blenheim","NZ","Blenheim",109.0,-41.5183,173.87
"BHF","Cupica, CH","CO","Bahía Cupica",200.0,6.55,-77.3263
"BHG","Brus Laguna","HN","Brus Laguna",19.0,15.7631,-84.5436
"BHH","Bisha","SA","",3887.0,19.9844,42.6209
"BHI","Bahia Blanca","AR","Bahia Blanca",246.0,-38.725,-62.1693
"BHJ","Bhuj","IN","Bhuj",268.0,23.2878,69.6702
"BHK","bukhara","UZ","bukhara",751.0,39.775,64.4833
"BHL","Bahia Angeles","MX","Ensenada",34.0,28.9786,-113.561
"BHM","BIRMINGHAM","US","Birmingham",650.0,33.5629,-86.7535
"BHN","Beihan","YE","Beihan",3800.0,14.7817,45.7197
"BHO","Bhopal","IN","Bhopal",1711.0,23.2875,77.3374
"BHP","Bhojpur","NP","Bhojpur",4000.0,27.1474,87.0508
"BHQ","Broken Hill","AU","Broken Hill, SA",958.0,-32.0014,141.472
"BHR","Bharatpur","NP","Bharatpur",600.0,27.6781,84.4294
"BHS","Raglan, NS","AU","Bathurst",2435.0,-33.4068,149.651
"BHT","Brighton Downs, QL","AU","",390.0,-23.3639,141.563
"BHU","Bhavnagar","IN","Bhavnagar",44.0,21.7522,72.1852
"BHV","Bahawalpur","PK","Bahawalpur",392.0,29.3481,71.718
"BHW","Bhagantanwala","PK","Sargodha",600.0,32.0561,72.9484
"BHX","Birmingham","GB","Birmingham",327.0,52.4539,-1.74803
"BIA","Bastia","FR","Bastia",26.0,42.5527,9.48373
"BIB","Baidoa","SO","Baidoa",1820.0,3.10192,43.6271
"BIC","Big Creek, AK","FR","Bangor",171.0,47.3253,-3.20126
"BID","Block Island, RI","US","Block Island",108.0,41.1681,-71.5778
"BIE","Beatrice, NE","US","Beatrice",1324.0,40.3013,-96.7541
"BIF","biggs afb","US","el paso",3946.0,31.8495,-106.38
"BIG","Intermediate Field, AK","US","Big Delta",1291.0,63.9945,-145.722
"BIH","Bishop, CA","US","Bishop",4124.0,37.3731,-118.364
"BIK","Biak","ID","Biak",46.0,-1.19002,136.108
"BIL","Billings","US","Billings",3652.0,45.8077,-108.543
"BIM","South Bi","BS","Alice Town, Bimini I",10.0,25.6999,-79.2647
"BIN","Bamyan","AF","Bamyan",8367.0,34.8089,67.8166
"BIO","Bilbao","ES","Bilbao",138.0,43.3011,-2.91061
"BIP","Bulimba, QL","AU","",470.0,-16.8808,143.479
"BIQ","Biarritz","FR","Biarritz",245.0,43.4683,-1.53111
"BIR","Biratnagar","NP","Biratnagar",236.0,26.4815,87.264
"BIS","Bismarck","US","Bismarck",1661.0,46.7727,-100.746
"BIT","Baitadi","NP","Baitadi",4200.0,29.4634,80.549
"BIU","Bildudalur","IS","Bildudalur",18.0,65.6413,-23.5462
"BIV","Bria","CF","Bria",1975.0,6.52778,21.9894
"BIW","Billiluna, WA","AU","",1000.0,-19.5667,127.667
"BIX","Keesler AFB, MS","US","Biloxi",33.0,30.4104,-88.9244
"BIY","Bulembu","ZA","Bisho",1950.0,-32.8971,27.2791
"BJA","Soummam","DZ","Bejaia",20.0,36.712,5.0698
"BJB","Bojnord, Khorasan","IR","Bojnord",3499.0,37.493,57.3082
"BJC","Jeffco, CO","US","Broomfield",5673.0,39.9088,-105.117
"BJD","Bakkafjordur","IS","Bakkafjörður",14.0,66.0219,-14.8244
"BJE","Biella","SD","Biella",1690.0,11.1994,28.5231
"BJF","Batsfjord","NO","Båtsfjord",490.0,70.6005,29.6914
"BJG","Bolaang","ID","Boalang-Celebes Island",146.0,-0.972896,122.145
"BJH","Bajhang","NP","Bajhang",4100.0,29.539,81.1854
"BJI","Bemidji","US","Bemidji",1391.0,47.5094,-94.9337
"BJJ","Wayne County, OH","US","Wooster",1136.0,40.8748,-81.8883
"BJK","Benjina","ID","Maikoor Island",82.0,-6.06613,134.274
"BJL","Banjul","GM","Banjul",95.0,13.338,-16.6522
"BJM","Bujumbura","BI","Bujumbura",2582.0,-3.32402,29.3185
"BJO","Bermejo","BO","Bermejo",1249.0,-22.7733,-64.3129
"BJP","Braganca Paulista, SP","BR","Bragança Paulista",2887.0,-22.9788,-46.5371
"BJR","Bahar Dar","ET","Bahir Dar",5978.0,11.6081,37.3216
"BJU","Bajura","NP","Bajura",4300.0,29.502,81.669
"BJV","Bodrum","TR","Bodrum",21.0,37.2506,27.6643
"BJW","Padhameleda","ID","Bajawa",4326.0,-8.70743,121.057
"BJX","Del Bajio","MX","Leon-Guanajuato",5956.0,20.9935,-101.481
"BJY","Batajnica","RS","Belgrade",265.0,44.9353,20.2575
"BJZ","Talavera La Real","ES","Badajoz",609.0,38.8913,-6.82133
"BKB","Bikaner","IN","Bikaner",750.0,28.0706,73.2072
"BKC","Buckland, AK","US","Buckland",31.0,65.9816,-161.149
"BKD","Stephens County, TX","US","Breckenridge",1284.0,32.719,-98.891
"BKE","Municipal, OR","US","Baker",3373.0,44.8373,-117.809
"BKF","Brooks Lake, AK","US","Katmai National Park",36.0,58.5548,-155.777
"BKH","Barking Sands, HI","US","Kekaha",23.0,22.0228,-159.785
"BKI","Kota Kinabalu","MY","Kota Kinabalu",10.0,5.93274,116.049
"BKJ","Baralande","GN","Boke",164.0,10.9658,-14.2811
"BKK","Bangkok","TH","Bangkok",5.0,13.6811,100.747
"BKL","Burke Lakefront, OH","US","Cleveland",583.0,41.5175,-81.6833
"BKM","Bakalalan","MY","Bakalalan",2900.0,3.974,115.618
"BKN","Birni Nkoni","TM","Balkanabat",5.0,39.4806,54.366
"BKO","BAMAKO","ML","Bamako",1247.0,12.5335,-7.94994
"BKP","Barkly Downs, QL","AU","",810.0,-20.4958,138.475
"BKQ","Blackall, QL","AU","Blackall",928.0,-24.4317,145.43
"BKR","Bokoro","TD","Bokoro",984.0,12.3855,17.071
"BKS","Padang Kemiling","ID","Bengkulu",50.0,-3.8637,102.339
"BKT","Blackstone AAF, VA","US","Fort Pickett",439.0,37.0742,-77.9575
"BKU","Betioky","MG","Betioky",919.0,-23.733,44.389
"BKW","Raleigh County Memorial, W","US","Beckley",2504.0,37.7873,-81.1242
"BKX","Brookings, SD","US","Brookings",1648.0,44.3048,-96.8169
"BKY","Kavumu","CD","Bukavu",5643.0,-2.30898,28.8088
"BKZ","Bukoba","TZ","Bukoba",3784.0,-1.332,31.8212
"BLA","Barcelona","VE","Barcelona",30.0,10.1111,-64.6922
"BLB","Albrook","PA","Balboa",52.0,8.91479,-79.5996
"BLC","Bali","CM","Bali",4465.0,5.89528,10.0339
"BLD","Boulder City, NV","US","Boulder City, NV",2201.0,35.9475,-114.861
"BLE","Borlange","SE","Borlange",503.0,60.422,15.5152
"BLF","Mercer County, WV","US","Bluefield",2857.0,37.2958,-81.2077
"BLG","Belaga","MY","Belaga",200.0,2.65214,113.767
"BLH","Blythe, CA","US","Blythe",399.0,33.6192,-114.717
"BLI","BELLINGHAM","US","Bellingham",170.0,48.7928,-122.538
"BLJ","Batna","DZ","Batna",2697.0,35.7521,6.30859
"BLK","Blackpool","GB","Blackpool",34.0,53.7717,-3.02861
"BLL","Billund","DK","Billund",247.0,55.7403,9.15178
"BLM","Monmouth County, NJ","US","Belmar",153.0,40.1869,-74.1249
"BLN","Benalla, VI","AU","",569.0,-36.5519,146.007
"BLO","Blonduos","IS","Blönduós",131.0,65.645,-20.2875
"BLP","Huallaga","PE","Bellavista",980.0,-7.06056,-76.5822
"BLQ","Bologna","IT","Bologna",123.0,44.5354,11.2887
"BLR","Bengaluru","IN","Bengaluru",3000.0,13.1979,77.7063
"BLS","Bollon, QL","AU","",182.0,-28.0512,147.482
"BLT","Blackwater, QL","AU","",657.0,-23.6031,148.807
"BLU","Blue Canyon, CA","US","Emigrant Gap",5284.0,39.275,-120.71
"BLV","Scott AFB, IL","US","Belleville",459.0,38.5452,-89.8352
"BLW","Bellows Field, HI","SO","Waimanalo",559.0,4.76698,45.2388
"BLX","Belluno","IT","Belluno (BL)",1240.0,46.1665,12.2504
"BLY","Belmullet","IE","Belmullet",150.0,54.2228,-10.0308
"BLZ","Blantyre","MW","Blantyre",2555.0,-15.6791,34.974
"BMA","Stockholm","SE","Stockholm",47.0,59.3544,17.9417
"BMC","Brigham City, UT","US","Brigham City",4229.0,41.5524,-112.062
"BMD","Belo sur Tsiribihina","MG","Belo sur Tsiribihina",154.0,-19.6867,44.5419
"BME","Broome, WA","AU","Broome",56.0,-17.9491,122.228
"BMF","Bakouma","CF","Bakouma",1640.0,5.694,22.801
"BMG","Monroe County, IN","US","Bloomington",846.0,39.146,-86.6167
"BMH","Bomai","PG","Bomai",3300.0,-6.37317,144.637
"BMI","Bloomington-Normal","US","Bloomington-Normal",871.0,40.4771,-88.9159
"BMJ","Baramita","GY","Baramita",328.0,7.37012,-60.488
"BMK","BORKUM","DE","Borkum",3.0,53.5964,6.70917
"BML","Berlin, NH","US","Berlin",1161.0,44.5754,-71.1759
"BMM","Bitam","GA","Bitam",1969.0,2.07564,11.4932
"BMN","Bamerny","IQ","Bamarni",3455.0,37.0988,43.2666
"BMO","Bhamo","MM","Banmaw",370.0,24.2704,97.2476
"BMP","Brampton Island, QL","AU","",11.0,-20.8046,149.28
"BMQ","Bamburi","KE","Bamburi",52.0,-3.98336,39.731
"BMR","Baltrum","DE","Baltrum",7.0,53.7247,7.37333
"BMS","Brumado, BA","BR","Brumado",1673.0,-14.2554,-41.8175
"BMT","Municipal, TX","US","Beaumont",32.0,30.0706,-94.2157
"BMU","Muhammad Saluhuddin","ID","Bima",3.0,-8.53718,118.685
"BMV","Phung-Duc","VN","Banmethuot",1729.0,12.6683,108.12
"BMW","Bordj Badji Mokhtar","DZ","Bordj Badji Mokhtar",1303.0,21.3778,0.92698
"BMX","AFS, AK","US","Big Mountain",663.0,59.3623,-155.26
"BMY","Belep Island","NC","Waala",306.0,-19.7205,163.661
"BMZ","Bamu","PG","Bamu",50.0,-7.8485,143.243
"BNA","Nashville","US","Nashville",599.0,36.1245,-86.6782
"BNB","Boende","CD","Boende",1168.0,-0.217,20.85
"BNC","Mavivi","CD","Beni",3517.0,0.575,29.4739
"BND","Bandar Abbas","IR","Bandar Abbas",22.0,27.2183,56.3778
"BNE","Brisbane","AU","Brisbane",13.0,-27.3842,153.117
"BNF","Warm Spring Bay SPB, AK","US","Baranof",0.0,57.0888,-134.833
"BNG","Banning, CA","US","Banning",2219.0,33.9225,-116.851
"BNH","Barnes, CT","US","Hartford",0.0,42.3525,-71.0258
"BNI","BENIN CITY","NG","Benin City",258.0,6.31698,5.5995
"BNJ","Hangelar-Bonn","DE","Bonn",197.0,50.7689,7.16333
"BNK","Ballina, NS","AU","Ballina",7.0,-28.8332,153.561
"BNL","Barnwell County, SC","US","Barnwell",246.0,33.2578,-81.3883
"BNM","Bodinumu","PG","Bodinumu",3700.0,-9.10778,147.667
"BNN","Bronnoysund","NO","Bronnoysund",25.0,65.4611,12.2175
"BNO","Burns, OR","US","Burns",4148.0,43.5905,-118.955
"BNP","Bannu","PK","Bannu",1325.0,32.9729,70.5279
"BNR","Banfora","BF","Banfora",984.0,10.6889,-4.72773
"BNS","Barinas, BA","VE","Barinas",615.0,8.615,-70.2142
"BNT","Bundi","PG","Bundi",4400.0,-5.74222,145.227
"BNU","Blumenau, SC","BR","Blumenau",60.0,-26.8306,-49.0903
"BNW","Boone, IA","US","Boone",1160.0,42.0496,-93.8476
"BNX","Banja Luka","BA","Banja Luka",400.0,44.9414,17.2975
"BNY","Ghongau","SB","Bellona",60.0,-11.3022,159.798
"BOA","Boma","CD","Boma",26.0,-5.854,13.064
"BOB","Motu-Mute, SO","PF","Bora Bora",10.0,-16.4444,-151.751
"BOC","Bocas del Toro","PA","Isla Colón",10.0,9.34085,-82.2508
"BOD","Bordeaux","FR","Bordeaux",162.0,44.8283,-0.715556
"BOE","Boundji","CG","Boundji",1247.0,-1.033,15.383
"BOF","Bolling AFB, DC","US","Washington",20.0,38.854,-77.012
"BOG","Bogota","CO","Bogota",8361.0,4.70159,-74.1469
"BOH","Bournemouth","GB","Bournemouth",38.0,50.78,-1.8425
"BOI","Boise","US","Boise",2871.0,43.5644,-116.223
"BOJ","Bourgas","BG","Bourgas",135.0,42.5696,27.5152
"BOK","Brookings State, OR","US","Brookings",459.0,42.0746,-124.29
"BOM","Mumbai","IN","Mumbai",39.0,19.0887,72.8679
"BON","Bonaire","BQ","Bonaire",20.0,12.131,-68.2685
"BOO","Bodo","NO","Bodo",42.0,67.2692,14.3653
"BOP","Bouar","CF","Bouar",3360.0,5.958,15.637
"BOS","Boston","US","Boston",20.0,42.3643,-71.0052
"BOT","Boset","PG","Bosset",80.0,-7.23726,141.106
"BOU","Bourges","FR","Bourges",529.0,47.0581,2.37028
"BOV","Boang","PG","Boang Island",85.0,-3.3834,153.281
"BOW","Bartow, FL","US","Bartow",125.0,27.9434,-81.7834
"BOX","Borroloola, NT","AU","",55.0,-16.0753,136.302
"BOY","Borgo","BF","Bobo-Dioulasso",1511.0,11.1601,-4.33097
"BOZ","Bozoum","CF","Bozoum",2215.0,6.34417,16.3219
"BPC","Bamenda","CM","Bamenda",4065.0,6.03924,10.1226
"BPD","Bapi","PG","Bapi",2930.0,-7.74361,147.021
"BPE","Bagan","CN","Qinhuangdao",46.0,39.6664,119.059
"BPF","Batuna","SB","Batuna Mission Station",24.0,-8.56203,158.119
"BPG","Xingu, MT","BR","Barra do Garcas",1147.0,-15.8614,-52.389
"BPH","Bislig, Surigao del Norte","PH","Bislig",12.0,8.19505,126.321
"BPI","Marbleton, WY","US","Big Piney",6990.0,42.5851,-110.111
"BPN","Balipapan","ID","Balipapan",12.0,-1.26834,116.895
"BPS","Porto Seguro","BR","Porto Seguro, BA",169.0,-16.4384,-39.0806
"BPT","Beaumont","US","Beaumont",15.0,29.9508,-94.0207
"BPX","Bangda","CN","Bangda",14219.0,30.5536,97.1083
